,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
119,Fauna, Aves, Grallariidae, Grallaria varia distincta, Tovacucu, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,4, Sim," AM, MT, PA, RO"
120,Fauna, Aves, Grallariidae, Grallaria varia intercedens, Tovacucu, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,3, Sim," BA, ES, MG"
121,Fauna, Aves, Psittacidae, Guaruba guarouba, Ararajuba, Vulneravel VU , VU, Amazonia," Extracao Direta Caca Pesca, Extracao Florestal", Sim, Sim, Nao,5, Sim," AM, MA, MT, PA, RO"
122,Fauna, Aves, Thraupidae, Gubernatrix cristata, Cardeal amarelo, Criticamente em Perigo CR , CR, Pampa," Agropecuaria, Extracao Direta Caca Pesca", Sim, Sim, Nao,4, Nao, RS
123,Fauna, Aves, Accipitridae, Harpia harpyja, gaviao real, Vulneravel VU , VU," Amazonia, Cerrado, Mata Atlantica, Pantanal"," Agropecuaria, Extracao Direta Caca Pesca, Extracao Florestal", Sim, Nao, Nao,4, Nao," AC, AM, AP, BA, DF, ES, GO, MA, MG, MS, MT, PA, PI, PR, RJ, RO, RR, RS, SC, SP, TO"
124,Fauna, Aves, Rhynchocyclidae, Hemitriccus furcatus, Papa moscas estrela, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Mineracao, Outras Atividades Economicas Transporte", Sim, Sim, Nao,3, Sim," BA, MG, RJ, SP"
125,Fauna, Aves, Rhynchocyclidae, Hemitriccus griseipectus naumburgae, Maria de barriga branca, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim," AL, PB, PE, RN"
126,Fauna, Aves, Rhynchocyclidae, Hemitriccus kaempferi, Maria catarinense, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Mineracao, Outras Atividades Economicas Transporte", Sim, Sim, Nao,2, Sim," PR, SC"
127,Fauna, Aves, Rhynchocyclidae, Hemitriccus mirandae, Maria do nordeste, Vulneravel VU , VU," Caatinga, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades, Extracao Florestal, Queimadas", Sim, Sim, Nao,3, Sim," AL, CE, PB, PE"
128,Fauna, Aves, Thamnophilidae, Herpsilochmus pileatus, Chorozinho de bone, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Turismo", Sim, Sim, Nao,2, Sim, BA
129,Fauna, Aves, Caprimulgidae, Hydropsalis candicans, Bacurau de rabo branco, Vulneravel VU , VU, Cerrado, Queimadas, Sim, Sim, Nao,3, Nao," GO, ES, MG, MS, MT, RJ, SP"
130,Fauna, Aves, Dendrocolaptidae, Hylexetastes brigidai, Arapacu de loro cinza, Vulneravel VU , VU, Amazonia," Agropecuaria, Queimadas", Sim, Sim, Nao,3, Sim," MT, PA"
131,Fauna, Aves, Grallariidae, Hylopezus paraensis, Torom do para, Vulneravel VU , VU, Amazonia, Agropecuaria, Sim, Sim, Nao,3, Sim, PA
132,Fauna, Aves, Vireonidae, Hylophilus ochraceiceps rubrifrons, Vite vite uirapuru, Vulneravel VU , VU, Amazonia, Agropecuaria, Sim, Sim, Nao,2, Sim," MA, MT, PA, TO"
133,Fauna, Aves, Thamnophilidae, Hypocnemis ochrogyna, Cantador ocraceo, Vulneravel VU , VU, Amazonia, Agropecuaria, Sim, Sim, Nao,4, Nao," MT, RO"
134,Fauna, Aves, Tityridae, Iodopleura pipra, Anambezinho, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,3, Sim," AL, BA, ES, MG, PE, RJ, SE, SP"
135,Fauna, Aves, Tityridae, Iodopleura pipra leucopygia, Anambezinho, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,2, Sim, PE
136,Fauna, Aves, Tityridae, Iodopleura pipra pipra, Anambezinho, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,2, Sim," BA, ES, MG, RJ, SP"
137,Fauna, Aves, Dendrocolaptidae, Lepidocolaptes wagleri, Arapacu de wagler, Em Perigo EN , EN," Caatinga, Cerrado", Agropecuaria, Sim, Nao, Nao,2, Sim," BA, MG, PI"
138,Fauna, Aves, Pipridae, Lepidothrix iris, Cabeca de prata, Em Perigo EN , EN, Amazonia," Agropecuaria, Queimadas", Sim, Sim, Nao,3, Sim," MA, MT, PA, TO"
139,Fauna, Aves, Pipridae, Lepidothrix iris iris, Cabeca de prata, Em Perigo EN , EN, Amazonia," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,2, Sim," MA, MT, PA, TO"
140,Fauna, Aves, Pipridae, Lepidothrix vilasboasi, Dancador de coroa dourada, Vulneravel VU , VU, Amazonia," Agropecuaria, Outras Atividades Economicas Transporte", Sim, Nao, Nao,3, Sim, Informacao nao disponivel
141,Fauna, Aves, Furnariidae, Leptasthenura platensis, Rabudinho, Criticamente em Perigo CR , CR, Pampa," Agropecuaria, Extracao Florestal, Queimadas", Sim, Sim, Nao,3, Nao, RS
142,Fauna, Aves, Accipitridae, Leptodon forbesi, Gaviao de pescoco branco, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Queimadas", Sim, Nao, Nao,3, Sim," AL, CE, MA, PB, PE, PI, RN, SE"
143,Fauna, Aves, Scolopacidae, Limnodromus griseus, Macarico de costas brancas, Criticamente em Perigo CR , CR, Amazonia," Agropecuaria Aquacultura, Assentamento Humano cidades, Outras Atividades Economicas Transporte, Poluicao", Sim, Sim, Nao,3, Nao," AL, AP, BA, CE, MA, PA, PB, PE, PI, RN, SE"
144,Fauna, Aves, Trochilidae, Lophornis gouldii, Topetinho do brasil central, Vulneravel VU , VU," Amazonia, Cerrado"," Agropecuaria, Outras Atividades Economicas Energia", Sim, Sim, Nao,5, Nao," GO, MA, MT, PA, TO"
145,Fauna, Aves, Anatidae, Mergus octosetaceus, Pato mergulhao, Criticamente em Perigo CR , CR," Cerrado, Mata Atlantica"," Agropecuaria, Extracao Direta Caca Pesca, Outras Atividades Economicas Energia, Outras Atividades Economicas Turismo, Poluicao", Sim, Sim, Nao,3, Nao," BA, GO, MG, MS, PR, SC, SP, TO"
146,Fauna, Aves, Rhinocryptidae, Merulaxis stresemanni, Entufado baiano, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Mudanca Na Dinamica Das Especies Nativas", Sim, Sim, Nao,2, Sim," BA, MG"
147,Fauna, Aves, Momotidae, Momotus momota marcgraviana, Udu de coroa azul do nordeste, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,2, Sim," PB, PE, RN"
148,Fauna, Aves, Bucconidae, Monasa morphoeus morphoeus, Chora chuva de cara branca, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,3, Sim," BA, ES, MG, RJ"
149,Fauna, Aves, Accipitridae, Morphnus guianensis, uiracu falso, Vulneravel VU , VU," Amazonia, Cerrado, Mata Atlantica"," Agropecuaria, Extracao Direta Caca Pesca, Extracao Florestal, Mineracao, Outras Atividades Economicas Energia", Sim, Nao, Nao,4, Nao," AC, AL, AM, AP, BA, CE, DF, ES, GO, MA, MG, MS, MT, PA, PB, PE, PI, PR, RJ, RO, RR, RS, SC, SP, TO"
150,Fauna, Aves, Thamnophilidae, Myrmoderus ruficaudus, Formigueiro de cauda ruiva, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Extracao Florestal, Queimadas", Sim, Sim, Nao,3, Sim," AL, BA, ES, MG, PE, SE"
151,Fauna, Aves, Thamnophilidae, Myrmotherula fluminensis, Choquinha fluminense, Criticamente em Perigo CR Possivelmente Extinto PEX , CR PEX, Mata Atlantica," Assentamento Humano cidades, Outras Atividades Economicas Industrias", Sim, Sim, Nao,2, Sim, RJ
152,Fauna, Aves, Thamnophilidae, Myrmotherula klagesi, Choquinha do tapajos, Vulneravel VU , VU, Amazonia," Agropecuaria, Assentamento Humano cidades, Extracao Florestal, Outras Atividades Economicas Energia", Sim, Sim, Nao,4, Sim," AM, PA, RR"
153,Fauna, Aves, Thamnophilidae, Myrmotherula minor, Choquinha pequena, Vulneravel VU , VU, Mata Atlantica," Assentamento Humano cidades, Extracao Florestal", Sim, Sim, Nao,3, Sim," BA, ES, MG, RJ, SC, SP"
154,Fauna, Aves, Thamnophilidae, Myrmotherula snowi, Choquinha de alagoas, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,2, Sim," AL, PE"
155,Fauna, Aves, Thamnophilidae, Myrmotherula urosticta, Choquinha de rabo cintado, Vulneravel VU , VU, Mata Atlantica, Outras Atividades Economicas Transporte, Sim, Sim, Nao,3, Sim," BA, ES, MG, RJ"
156,Fauna, Aves, Thraupidae, Nemosia rourei, Saira apunhalada, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Extracao Florestal, Mineracao", Sim, Sim, Nao,2, Sim, ES
157,Fauna, Aves, Cuculidae, Neomorphus geoffroyi, Jacu estalo, Vulneravel VU , VU," Amazonia, Caatinga, Cerrado, Mata Atlantica"," Agropecuaria, Extracao Florestal", Sim, Nao, Nao,2, Nao, Informacao nao disponivel
158,Fauna, Aves, Cuculidae, Neomorphus geoffroyi amazonicus, Jacu estalo, Vulneravel VU , VU," Amazonia, Cerrado"," Extracao Direta Caca Pesca, Extracao Florestal", Sim, Nao, Nao,3, Nao, Informacao nao disponivel
159,Fauna, Aves, Cuculidae, Neomorphus geoffroyi dulcis, Jacu estalo, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,1, Sim, ES
160,Fauna, Aves, Cuculidae, Neomorphus geoffroyi geoffroyi, Jacu estalo, Criticamente em Perigo CR Possivelmente Extinto PEX , CR PEX," Caatinga, Mata Atlantica"," Agropecuaria, Mineracao, Outras Atividades Economicas Energia", Nao, Nao, Nao,0, Sim, BA
161,Fauna, Aves, Cuculidae, Neomorphus squamiger, Jacu estalo escamoso, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Florestal", Sim, Nao, Nao,3, Sim," MT, PA"
162,Fauna, Aves, Pipridae, Neopelma aurifrons, Fruxu baiano, Em Perigo EN , EN," Caatinga, Mata Atlantica", Agropecuaria, Sim, Sim, Nao,3, Sim," BA, ES, MG, RJ"
163,Fauna, Aves, Tinamidae, Nothura minor, Codorna mineira, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Agropecuaria, Queimadas", Sim, Sim, Nao,4, Nao," DF, GO, MG, MS, MT, SP"
164,Fauna, Aves, Nyctibiidae, Nyctibius aethereus aethereus, Mae da lua parda, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,3, Nao," AC, AM, BA, ES, MG, MT, PA, PR, RJ, SP"
165,Fauna, Aves, Nyctibiidae, Nyctibius leucopterus, Urutau de asa branca, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,2, Sim," BA, ES"
166,Fauna, Aves, Odontophoridae, Odontophorus capueira plumbeicollis, Uru, Criticamente em Perigo CR , CR," Caatinga, Mata Atlantica"," Agropecuaria, Especies Exoticas, Extracao Direta Caca Pesca, Mudanca Na Dinamica Das Especies Nativas Patogenias Parasitas", Sim, Nao, Nao,3, Sim," CE, PB"
167,Fauna, Aves, Cracidae, Ortalis guttata remota, Aracua, Criticamente em Perigo CR , CR," Cerrado, Mata Atlantica", Agropecuaria, Nao, Nao, Nao,0, Sim," MG, MS, SP"
168,Fauna, Aves, Cracidae, Pauxi mitu, Mutum do nordeste, Extinto na Natureza EW , EW, Mata Atlantica," Agropecuaria, Extracao Direta Caca Pesca", Nao, Nao, Nao,1, Sim," AL, PB, PE, RN"
169,Fauna, Aves, Cracidae, Penelope jacucaca, Jacucaca, Vulneravel VU , VU, Caatinga," Agropecuaria, Extracao Direta Caca Pesca", Sim, Nao, Nao,3, Sim," BA, CE, MG, PB, PE, PI"
170,Fauna, Aves, Cracidae, Penelope ochrogaster, Jacu de barriga castanha, Vulneravel VU , VU," Cerrado, Pantanal"," Agropecuaria, Extracao Direta Caca Pesca, Queimadas", Sim, Sim, Nao,2, Sim,"  GO, MS, MT, TO"
171,Fauna, Aves, Cracidae, Penelope pileata, Jacupiranga, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Direta Caca Pesca", Sim, Nao, Nao,3, Sim," AM, MA, PA"
172,Fauna, Aves, Cracidae, Penelope superciliaris alagoensis, Jacupemba, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Extracao Direta Caca Pesca", Sim, Nao, Nao,2, Sim," PB, PE, RN"
173,Fauna, Aves, Phaethontidae, Phaethon aethereus, Rabo de palha de bico vermelho, Em Perigo EN , EN, Marinho, Especies Exoticas, Sim, Sim, Nao,2, Nao," BA, MA, PE"
174,Fauna, Aves, Phaethontidae, Phaethon lepturus, Rabo de palha de bico laranja, Em Perigo EN , EN, Marinho, Especies Exoticas, Sim, Sim, Nao,2, Nao," BA, PE"
175,Fauna, Aves, Trochilidae, Phaethornis aethopygus, Rabo branco de garganta escura, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Florestal, Outras Atividades Economicas Transporte", Nao, Sim, Nao,2, Sim," MT, PA"
176,Fauna, Aves, Trochilidae, Phaethornis bourcieri major, Rabo branco de bico reto, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Florestal, Outras Atividades Economicas Transporte", Sim, Sim, Nao,5, Sim," AM , AP, PA, RR"
177,Fauna, Aves, Trochilidae, Phaethornis margarettae, Rabo branco de margarette, Em Perigo EN , EN, Mata Atlantica, Agropecuaria, Sim, Sim, Nao,4, Sim," BA, ES, PB, PE, RN"
178,Fauna, Aves, Trochilidae, Phaethornis margarettae camargoi, Rabo branco de margarette, Criticamente em Perigo CR , CR, Mata Atlantica, Agropecuaria, Sim, Sim, Nao,3, Sim," AL, PE"
179,Fauna, Aves, Thamnophilidae, Phlegopsis nigromaculata confinis, Mae de taoca, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,4, Sim, PA
180,Fauna, Aves, Thamnophilidae, Phlegopsis nigromaculata paraensis, Mae de taoca, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,3, Sim," MA, PA"
181,Fauna, Aves, Rhynchocyclidae, Phylloscartes beckeri, Borboletinha baiana, Em Perigo EN , EN," Caatinga, Mata Atlantica", Agropecuaria, Sim, Sim, Nao,3, Sim," BA, MG"
182,Fauna, Aves, Rhynchocyclidae, Phylloscartes ceciliae, Cara pintada, Criticamente em Perigo CR , CR," Caatinga, Mata Atlantica"," Agropecuaria, Extracao Florestal, Queimadas", Sim, Sim, Nao,2, Sim," AL, PE"
183,Fauna, Aves, Rhynchocyclidae, Phylloscartes roquettei, Cara dourada, Em Perigo EN , EN," Caatinga, Mata Atlantica"," Agropecuaria, Outras Atividades Economicas Barrages Abastecimento Drenagem", Sim, Sim, Nao,2, Sim," BA, GO, MG"
184,Fauna, Aves, Picidae, Piculus paraensis, Pica pau dourado de belem, Em Perigo EN , EN, Amazonia, Agropecuaria, Nao, Sim, Nao,1, Sim," MA, PA"
185,Fauna, Aves, Picidae, Piculus polyzonus, pica pau dourado grande, Em Perigo EN , EN, Mata Atlantica, Agropecuaria, Sim, Nao, Nao,2, Sim," BA, ES, MG, RJ"
186,Fauna, Aves, Picidae, Picumnus varzeae, Pica pau anao da varzea, Em Perigo EN , EN, Amazonia," Agropecuaria, Outras Atividades Economicas Energia", Sim, Nao, Nao,2, Sim," AM, PA"
187,Fauna, Aves, Psittacidae, Pionus reichenowi, Maitaca de barriga azul, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,4, Sim," AL, BA, ES, PE"
188,Fauna, Aves, Pipritidae, Piprites chloris grisescens, Papinho amarelo, Vulneravel VU , VU, Amazonia, Agropecuaria, Sim, Nao, Nao,2, Sim," MA, PA"
189,Fauna, Aves, Tyrannidae, Platyrinchus mystaceus niveigularis, Patinho do nordeste, Vulneravel VU , VU, Mata Atlantica, Agropecuaria, Sim, Sim, Nao,2, Sim," AL, PB, PE, RN"
190,Fauna, Aves, Rallidae, Porzana spiloptera, Sana cinza, Em Perigo EN , EN, Pampa," Agropecuaria, Assentamento Humano cidades, Especies Exoticas, Mineracao, Outras Atividades Economicas Transporte, Poluicao, Queimadas", Nao, Sim, Nao,2, Nao, RS
191,Fauna, Aves, Procellariidae, Procellaria aequinoctialis, Pardela preta, Vulneravel VU , VU, Marinho," Especies Exoticas, Extracao Direta Caca Pesca, Poluicao", Sim, Sim, Sim,3, Nao," BA, ES, PA, PR, RJ, RS, SC, SE, SP"
192,Fauna, Aves, Procellariidae, Procellaria conspicillata, Pardela de oculos, Vulneravel VU , VU, Marinho," Desastres Naturais, Especies Exoticas, Extracao Direta Caca Pesca, Poluicao, Queimadas", Sim, Sim, Sim,3, Nao," BA, ES, PR, RJ, RS, SC, SE, SP"
193,Fauna, Aves, Cotingidae, Procnias albus wallacei, Araponga da amazonia, Vulneravel VU , VU, Amazonia," Agropecuaria, Mineracao", Sim, Sim, Nao,3, Sim," PA, RR"
194,Fauna, Aves, Furnariidae, Pseudoseisura lophotes, Coperete, Vulneravel VU , VU, Pampa," Agropecuaria, Extracao Florestal, Queimadas", Sim, Sim, Nao,2, Nao, RS
195,Fauna, Aves, Psophiidae, Psophia dextralis, Jacamim de costas marrons, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Direta Caca Pesca", Sim, Sim, Nao,4, Sim," MT, PA"
196,Fauna, Aves, Psophiidae, Psophia interjecta, jacamim do xingu, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Direta Caca Pesca", Sim, Sim, Nao,4, Sim, PA
197,Fauna, Aves, Psophiidae, Psophia obscura, Jacamim de costas escuras, Criticamente em Perigo CR , CR, Amazonia," Agropecuaria, Extracao Direta Caca Pesca", Sim, Sim, Nao,3, Sim," MA, PA"
198,Fauna, Aves, Procellariidae, Pterodroma arminjoniana, Grazina de trindade, Criticamente em Perigo CR , CR, Marinho," Especies Exoticas, Outras Atividades Economicas Energia, Queimadas", Sim, Sim, Nao,2, Nao, ES
199,Fauna, Aves, Procellariidae, Pterodroma deserta, Grazina de desertas, Criticamente em Perigo CR , CR, Marinho," Especies Exoticas, Mudanca Na Dinamica Das Especies Nativas", Sim, Sim, Nao,2, Nao," AL, CE, ES, PB, PE, RJ, RN"
200,Fauna, Aves, Procellariidae, Pterodroma incerta, Grazina de barriga branca, Em Perigo EN , EN, Marinho," Desastres Naturais, Especies Exoticas", Sim, Sim, Nao,1, Nao," AL, BA, PA, PR, RJ, RS, SC, SE, SP"
201,Fauna, Aves, Procellariidae, Pterodroma madeira, Grazina da madeira, Em Perigo EN , EN, Marinho," Especies Exoticas, Outras Atividades Economicas Transporte, Queimadas", Sim, Sim, Nao,1, Nao," CE, MA, PB, PI, RN"
202,Fauna, Aves, Ramphastidae, Pteroglossus bitorquatus bitorquatus, Aracari de pescoco vermelho, Vulneravel VU , VU, Amazonia, Agropecuaria, Sim, Sim, Nao,3, Sim," MA, PA"
203,Fauna, Aves, Procellariidae, Puffinus lherminieri, Pardela de asa larga, Criticamente em Perigo CR , CR, Marinho, Especies Exoticas, Sim, Sim, Nao,2, Nao," ES, PE"
204,Fauna, Aves, Strigidae, Pulsatrix perspicillata pulsatrix, murucututu, Vulneravel VU , VU, Mata Atlantica, Agropecuaria, Sim, Sim, Nao,3, Sim," BA, ES, MG, PR, RS, SC"
205,Fauna, Aves, Thamnophilidae, Pyriglena atra, Papa taoca da bahia, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim," BA, SE"
206,Fauna, Aves, Thamnophilidae, Pyriglena pernambucensis, papa taoca de pernambuco, Vulneravel VU , VU, Mata Atlantica, Agropecuaria, Sim, Sim, Nao,2, Sim," AL, PB, PE"
207,Fauna, Aves, Psittacidae, Pyrilia vulturina, Curica urubu, Vulneravel VU , VU, Amazonia, Agropecuaria, Sim, Sim, Nao,5, Sim," AM, MA, PA, TO"
208,Fauna, Aves, Psittacidae, Pyrrhura cruentata, Tiriba grande, Vulneravel VU , VU," Caatinga, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades, Extracao Direta Caca Pesca", Sim, Sim, Nao,4, Sim," BA, ES, MG, RJ, SP"
209,Fauna, Aves, Psittacidae, Pyrrhura griseipectus, Tiriba de peito cinza, Em Perigo EN , EN," Caatinga, Mata Atlantica"," Assentamento Humano cidades, Especies Exoticas, Extracao Direta Caca Pesca", Sim, Sim, Nao,4, Sim," AL, CE, PB, PE, RN"
210,Fauna, Aves, Psittacidae, Pyrrhura lepida, Tiriba perola, Vulneravel VU , VU," Amazonia, Cerrado"," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,4, Sim," MA, MT, PA, TO"
211,Fauna, Aves, Psittacidae, Pyrrhura lepida lepida, Tiriba perola, Vulneravel VU , VU," Amazonia, Cerrado", Agropecuaria, Sim, Sim, Nao,4, Sim," MA, MT, PA, TO"
212,Fauna, Aves, Psittacidae, Pyrrhura leucotis, Tiriba de orelha branca, Vulneravel VU , VU, Mata Atlantica," Extracao Direta Caca Pesca, Extracao Florestal", Sim, Sim, Nao,4, Nao," BA, ES, MG, RJ"
213,Fauna, Aves, Psittacidae, Pyrrhura pfrimeri, Tiriba de pfrimer, Em Perigo EN , EN, Cerrado," Agropecuaria, Extracao Florestal, Queimadas", Sim, Sim, Nao,3, Sim," BA, GO, TO"
214,Fauna, Aves, Thamnophilidae, Rhegmatorhina gymnops, Mae de taoca de cara branca, Vulneravel VU , VU, Amazonia, Extracao Florestal, Sim, Sim, Nao,4, Sim," MT, PA"
215,Fauna, Aves, Thamnophilidae, Rhopornis ardesiacus, Gravatazeiro, Em Perigo EN , EN," Caatinga, Mata Atlantica"," Agropecuaria, Extracao Florestal, Queimadas", Sim, Sim, Nao,2, Sim," BA, MG"
216,Fauna, Aves, Tityridae, Schiffornis turdina intermedia, Flautim marrom, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim," AL, PB, PE"
217,Fauna, Aves, Scleruridae, Sclerurus caudacutus caligineus, Vira folha pardo, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim, AL
218,Fauna, Aves, Scleruridae, Sclerurus caudacutus umbretta, Vira folha pardo, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Nao, Sim, Nao,1, Sim," BA, ES"
219,Fauna, Aves, Scleruridae, Sclerurus cearensis, Vira folhas cearense, Vulneravel VU , VU, Caatinga," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,3, Sim," BA, CE, PE, PI"
220,Fauna, Aves, Scleruridae, Sclerurus macconnelli bahiae, Vira folha de peito vermelho, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Extracao Florestal", Sim, Sim, Nao,3, Sim," AL, BA, ES, MG, PB, PE, RJ, SE, SP"
221,Fauna, Aves, Rhinocryptidae, Scytalopus diamantinensis, Tapaculo da chapada diamantina, Em Perigo EN , EN, Caatinga," Agropecuaria, Extracao Florestal, Queimadas", Sim, Sim, Nao,2, Sim, BA
222,Fauna, Aves, Rhinocryptidae, Scytalopus gonzagai, Macuquinho preto baiano, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Extracao Florestal, Queimadas", Sim, Sim, Nao,3, Sim, BA
223,Fauna, Aves, Rhinocryptidae, Scytalopus iraiensis, Macuquinho da varzea, Em Perigo EN , EN," Mata Atlantica, Pampa"," Agropecuaria, Assentamento Humano cidades, Especies Exoticas, Mineracao, Mudanca Na Dinamica Das Especies Nativas, Outras Atividades Economicas Barrages Abastecimento Drenagem, Outras Atividades Economicas Industrias, Outras Atividades Economicas Transporte, Poluicao, Queimadas", Sim, Sim, Nao,3, Sim," MG, PR, RS, SC"
