,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
1,Fauna, Anfibios, Eleutherodactylidae, Adelophryne maranguapensis, Desconhecido, Vulneravel VU , VU, Caatinga," Agropecuaria, Assentamento Humano cidades", Nao, Sim, Nao,2, Sim, CE
2,Fauna, Anfibios, Hylidae, Agalychnis granulosa, Desconhecido, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,4, Sim," AL, PE"
3,Fauna, Anfibios, Aromobatidae, Allobates brunneus, Desconhecido, Criticamente em Perigo CR , CR, Cerrado," Agropecuaria, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim, MT
4,Fauna, Anfibios, Aromobatidae, Allobates goianus, Desconhecido, Em Perigo EN , EN, Cerrado," Agropecuaria, Mineracao, Outras Atividades Economicas Energia", Sim, Sim, Nao,3, Sim," DF, GO"
5,Fauna, Anfibios, Aromobatidae, Allobates olfersioides, Desconhecido, Vulneravel VU , VU, Mata Atlantica, Assentamento Humano cidades, Sim, Sim, Nao,3, Sim, RJ
6,Fauna, Anfibios, Hylidae, Aparasphenodon pomba, Perereca, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Industrias, Poluicao", Nao, Sim, Nao,2, Sim, MG
7,Fauna, Anfibios, Hylidae, Bokermannohyla vulcaniae, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Mineracao", Nao, Sim, Nao,2, Sim, MG
8,Fauna, Anfibios, Plethodontidae, Bolitoglossa paraensis, Salamandra, Em Perigo EN , EN, Amazonia, Agropecuaria, Sim, Sim, Nao,2, Sim, PA
9,Fauna, Anfibios, Brachycephalidae, Brachycephalus pernix, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Outras Atividades Economicas Turismo, Nao, Sim, Nao,1, Sim, PR
10,Fauna, Anfibios, Microhylidae, Chiasmocleis alagoanus, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim," AL, PB, PE"
11,Fauna, Anfibios, Hylodidae, Crossodactylus dantei, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano rurais, Extracao Florestal", Sim, Sim, Nao,2, Sim, AL
12,Fauna, Anfibios, Hylodidae, Crossodactylus lutzorum, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano rurais, Extracao Florestal", Sim, Sim, Nao,2, Sim, BA
13,Fauna, Anfibios, Cycloramphidae, Cycloramphus diringshofeni, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Nao, Sim, Nao,1, Sim, SC
14,Fauna, Anfibios, Cycloramphidae, Cycloramphus faustoi, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Queimadas, Sim, Sim, Nao,4, Sim, SP
15,Fauna, Anfibios, Cycloramphidae, Cycloramphus ohausi, Desconhecido, Em Perigo EN , EN, Mata Atlantica, Ameaca Desconhecida, Sim, Sim, Nao,4, Sim, RJ
16,Fauna, Anfibios, Craugastoridae, Holoaden bradei, Razinha verrugosa da serra de brade, Criticamente em Perigo CR , CR, Mata Atlantica, Ameaca Desconhecida, Sim, Sim, Nao,4, Sim," MG, RJ"
17,Fauna, Anfibios, Craugastoridae, Holoaden luederwaldti, Desconhecido, Em Perigo EN , EN, Mata Atlantica, Ameaca Desconhecida, Sim, Sim, Nao,4, Sim," MG, RJ, SP"
18,Fauna, Anfibios, Hylidae, Hypsiboas curupi, Desconhecido, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Outras Atividades Economicas Energia", Sim, Sim, Nao,2, Nao," RS, SC"
19,Fauna, Anfibios, Hylidae, Hypsiboas cymbalum, Desconhecido, Criticamente em Perigo CR Possivelmente Extinto PEX , CR PEX, Mata Atlantica, Poluicao, Sim, Sim, Nao,4, Sim, SP
20,Fauna, Anfibios, Hylidae, Hypsiboas semiguttatus, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim," PR, SC"
21,Fauna, Anfibios, Brachycephalidae, Ischnocnema manezinho, Razinha do folhico da ilha, Vulneravel VU , VU, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, SC
22,Fauna, Anfibios, Bufonidae, Melanophryniscus admirabilis, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica," Outras Atividades Economicas Energia, Poluicao", Nao, Sim, Nao,1, Sim, RS
23,Fauna, Anfibios, Bufonidae, Melanophryniscus cambaraensis, Sapinho verde de barriga vermelha, Vulneravel VU , VU, Mata Atlantica, Agropecuaria, Sim, Sim, Nao,2, Sim, RS
24,Fauna, Anfibios, Bufonidae, Melanophryniscus dorsalis, Flamenguinho Sapinho da barriga vermelha , Vulneravel VU , VU," Mata Atlantica, Pampa"," Assentamento Humano cidades, Poluicao", Sim, Sim, Nao,2, Sim," RS, SC"
25,Fauna, Anfibios, Bufonidae, Melanophryniscus macrogranulosus, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Outras Atividades Economicas Transporte, Outras Atividades Economicas Turismo", Nao, Sim, Nao,1, Sim, RS
26,Fauna, Anfibios, Bufonidae, Melanophryniscus setiba, Sapinho da restinga , Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Sim, Sim, Nao,2, Sim, ES
27,Fauna, Anfibios, Leptodactylidae, Paratelmatobius lutzii, Razinha de barriga colorida, Criticamente em Perigo CR , CR, Mata Atlantica, Ameaca Desconhecida, Sim, Sim, Nao,4, Sim," MG, RJ"
28,Fauna, Anfibios, Hylidae, Phyllodytes gyrinaethes, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano rurais, Extracao Florestal", Sim, Sim, Nao,3, Sim," AL, PE"
29,Fauna, Anfibios, Leptodactylidae, Physalaemus caete, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano rurais", Nao, Sim, Nao,2, Sim, AL
30,Fauna, Anfibios, Leptodactylidae, Physalaemus maximus, Desconhecido, Vulneravel VU , VU, Mata Atlantica," Assentamento Humano rurais, Queimadas", Sim, Sim, Nao,3, Sim," ES, MG"
31,Fauna, Anfibios, Leptodactylidae, Physalaemus soaresi, Razinha, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Transporte, Queimadas", Sim, Sim, Nao,3, Sim, RJ
32,Fauna, Anfibios, Odontophrynidae, Proceratophrys moratoi, Desconhecido, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Barrages Abastecimento Drenagem", Sim, Sim, Nao,2, Sim, SP
33,Fauna, Anfibios, Odontophrynidae, Proceratophrys palustris, Sapo, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Mineracao", Nao, Sim, Nao,2, Sim, MG
34,Fauna, Anfibios, Odontophrynidae, Proceratophrys sanctaritae, Sapofolha, Criticamente em Perigo CR , CR," Caatinga, Cerrado, Mata Atlantica"," Agropecuaria, Extracao Florestal, Mudanca Na Dinamica Das Especies Nativas", Nao, Sim, Nao,2, Sim, BA
35,Fauna, Anfibios, Hylidae, Scinax alcatraz, Perereca de Alcatraz, Criticamente em Perigo CR , CR, Mata Atlantica, Queimadas, Sim, Sim, Nao,4, Sim, SP
36,Fauna, Anfibios, Hylidae, Scinax duartei, Desconhecido, Vulneravel VU , VU, Mata Atlantica, Outras Atividades Economicas Transporte, Sim, Sim, Nao,4, Sim," MG, RJ"
37,Fauna, Anfibios, Hylidae, Scinax faivovichi, Desconhecido, Vulneravel VU , VU, Mata Atlantica, Queimadas, Sim, Sim, Nao,2, Sim, SP
38,Fauna, Anfibios, Hylidae, Scinax peixotoi, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Ameaca Desconhecida, Sim, Sim, Nao,2, Sim, SP
39,Fauna, Anfibios, Cycloramphidae, Thoropa petropolitana, Desconhecido, Em Perigo EN , EN, Mata Atlantica, Ameaca Desconhecida, Sim, Sim, Nao,4, Sim," ES, MG, RJ"
40,Fauna, Anfibios, Cycloramphidae, Thoropa saxatilis, Desconhecido, Vulneravel VU , VU, Mata Atlantica," Outras Atividades Economicas Transporte, Outras Atividades Economicas Turismo, Poluicao", Sim, Sim, Nao,2, Sim," RS, SC"
41,Fauna, Anfibios, Hylidae, Xenohyla truncata, Perereca frugivora, Em Perigo EN , EN, Mata Atlantica, Assentamento Humano cidades, Sim, Sim, Nao,3, Sim," RJ, SP"
42,Fauna, Aves, Cracidae, Aburria jacutinga, Jacutinga, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades, Extracao Direta Caca Pesca, Extracao Florestal", Sim, Nao, Nao,4, Nao," BA, ES, MG, PR, RJ, RS, SC, SP"
43,Fauna, Aves, Furnariidae, Acrobatornis fonsecai, Acrobata, Vulneravel VU , VU, Mata Atlantica, Agropecuaria, Sim, Nao, Nao,2, Sim," BA, MG"
44,Fauna, Aves, Tyrannidae, Alectrurus tricolor, Galito, Vulneravel VU , VU," Cerrado, Mata Atlantica, Pantanal"," Agropecuaria, Mineracao, Queimadas", Sim, Sim, Nao,4, Nao," BA, DF, GO, MG, MS, MT, PR, SP, TO"
45,Fauna, Aves, Accipitridae, Amadonastur lacernulatus, Gaviao pombo pequeno , Vulneravel VU , VU," Caatinga, Cerrado, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,4, Sim," BA, ES, MG, PR, RJ, SC, SP"
46,Fauna, Aves, Psittacidae, Amazona pretrei, Papagaio charao, Vulneravel VU , VU," Mata Atlantica, Pampa"," Agropecuaria, Extracao Direta Caca Pesca, Extracao Florestal, Mudanca Na Dinamica Das Especies Nativas", Sim, Nao, Nao,3, Nao," RS, SC"
47,Fauna, Aves, Psittacidae, Amazona rhodocorytha, Chaua, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Extracao Direta Caca Pesca, Extracao Florestal", Sim, Nao, Nao,4, Sim," AL, BA, ES, MG, RJ, SE"
48,Fauna, Aves, Psittacidae, Amazona vinacea, Papagaio de peito roxo, Vulneravel VU , VU," Caatinga, Cerrado, Mata Atlantica"," Agropecuaria, Extracao Direta Caca Pesca, Extracao Florestal, Outras Atividades Economicas Turismo", Sim, Nao, Nao,3, Nao," BA, ES, MG, PR, RJ, RS, SC, SP"
49,Fauna, Aves, Psittacidae, Anodorhynchus leari, Arara azul de lear, Em Perigo EN , EN, Caatinga," Agropecuaria, Extracao Direta Caca Pesca, Mineracao, Queimadas", Sim, Nao, Nao,3, Sim, BA
50,Fauna, Aves, Motacillidae, Anthus nattereri, Caminheiro grande, Vulneravel VU , VU," Cerrado, Mata Atlantica, Pampa, "," Agropecuaria, Queimadas", Sim, Sim, Nao,4, Nao," ES, MG, PR, RJ, RS, SC, SP"
51,Fauna, Aves, Pipridae, Antilophia bokermanni, Soldadinho do araripe, Criticamente em Perigo CR , CR, Caatinga," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Barrages Abastecimento Drenagem, Queimadas", Sim, Sim, Nao,2, Sim, CE
52,Fauna, Aves, Psittacidae, Aratinga solstitialis, Jandaia amarela, Em Perigo EN , EN, Amazonia," Agropecuaria, Extracao Direta Caca Pesca", Sim, Sim, Nao,5, Nao, RR
53,Fauna, Aves, Passerelidae, Arremonops conirostris, Tico tico cantor, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Nao, RR
54,Fauna, Aves, Furnariidae, Asthenes hudsoni, Joao platino, Vulneravel VU , VU, Pampa," Agropecuaria, Outras Atividades Economicas Energia, Poluicao", Sim, Sim, Nao,3, Nao, RS
55,Fauna, Aves, Tyrannidae, Attila spadiceus uropygiatus, Capitao de saira amarelo , Vulneravel VU , VU," Caatinga, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,3, Sim," AL, BA, CE, ES, MG, PB, PE, RN, SE"
56,Fauna, Aves, Trochilidae, Augastes lumachella, Beija flor de gravata vermelha, Em Perigo EN , EN, Caatinga," Agropecuaria, Outras Atividades Economicas Turismo, Queimadas", Sim, Sim, Nao,3, Sim, BA
57,Fauna, Aves, Furnariidae, Automolus lammi, Barranqueiro do nordeste , Em Perigo EN , EN, Mata Atlantica, Agropecuaria, Sim, Nao, Nao,2, Sim," AL, PB, PE, RN, SE"
58,Fauna, Aves, Scolopacidae, Calidris canutus, Macarico de papo vermelho, Criticamente em Perigo CR , CR," Mata Atlantica, Pantanal", Mudanca Na Dinamica Das Especies Nativas Patogenias Parasitas, Sim, Sim, Nao,4, Nao,"  AP, CE, MA, PA, PI, PR, RJ, RS, SC, SE, SP"
59,Fauna, Aves, Scolopacidae, Calidris pusilla, Macarico rasteirinho, Em Perigo EN , EN," Amazonia, Caatinga, Cerrado, Mata Atlantica, Pantanal"," Agropecuaria, Agropecuaria Aquacultura, Assentamento Humano cidades, Mineracao, Mudanca Na Dinamica Das Especies Nativas, Outras Atividades Economicas Energia, Outras Atividades Economicas Transporte, Outras Atividades Economicas Turismo, Poluicao", Sim, Sim, Nao,4, Nao," AL, AM, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RR, SE, SP"
60,Fauna, Aves, Scolopacidae, Calidris subruficollis, Macarico acanelado, Vulneravel VU , VU," Amazonia, Mata Atlantica, Pantanal"," Agropecuaria, Especies Exoticas, Mineracao, Mudanca Na Dinamica Das Especies Nativas, Outras Atividades Economicas Energia", Sim, Sim, Nao,2, Nao," MT, MS, PR, RJ, RS, SC"
61,Fauna, Aves, Platyrinchidae, Calyptura cristata, Tiete de coroa, Criticamente em Perigo CR Possivelmente Extinto PEX , CR PEX, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,3, Sim, RJ
62,Fauna, Aves, Dendrocolaptidae, Campylorhamphus cardosoi, Arapacu do tapajos, Vulneravel VU , VU, Amazonia," Agropecuaria, Outras Atividades Economicas Energia, Outras Atividades Economicas Transporte", Sim, Nao, Nao,3, Sim," MT, PA"
63,Fauna, Aves, Dendrocolaptidae, Campylorhamphus multostriatus, Arapacu de bico curvo do xingu, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Nao, Nao,3, Sim," MA, MT, PA, TO"
64,Fauna, Aves, Dendrocolaptidae, Campylorhamphus trochilirostris trochilirostris, Arapacu beija flor, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Extracao Florestal", Sim, Nao, Nao,2, Sim, BA
65,Fauna, Aves, Capitonidae, Capito dayi, Capitao de cinta, Vulneravel VU , VU," Amazonia, Cerrado", Extracao Florestal, Sim, Nao, Nao,3, Nao," AM, MT, PA, RO"
66,Fauna, Aves, Cotingidae, Carpornis melanocephala, Sabia pimenta, Vulneravel VU , VU, Mata Atlantica," Extracao Florestal, Queimadas", Sim, Nao, Nao,3, Sim," AL, BA, ES, MG, PR, RJ, SE, SP"
67,Fauna, Aves, Cardinalidae, Caryothraustes canadensis frontalis, Furriel , Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Extracao Direta Caca Pesca", Sim, Sim, Nao,2, Sim," AL, PE"
68,Fauna, Aves, Picidae, Celeus flavus subflavus, Pica pau amarelo, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Agropecuaria Aquacultura, Extracao Florestal, Queimadas", Sim, Nao, Nao,2, Sim," BA, ES"
69,Fauna, Aves, Picidae, Celeus obrieni, Pica pau do parnaiba, Vulneravel VU , VU, Cerrado," Agropecuaria, Outras Atividades Economicas Energia, Queimadas", Sim, Nao, Nao,2, Sim," BA, GO, MA, MT, PA, PI, TO"
70,Fauna, Aves, Picidae, Celeus torquatus pieteroyensi, Pica pau de coleira , Em Perigo EN , EN, Amazonia," Agropecuaria, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim," MA, PA"
71,Fauna, Aves, Picidae, Celeus torquatus tinnunculus, Pica pau de coleira , Vulneravel VU , VU, Mata Atlantica," Extracao Florestal, Queimadas", Sim, Sim, Nao,2, Sim," BA, ES"
72,Fauna, Aves, Thamnophilidae, Cercomacra ferdinandi, Chororo de goias, Vulneravel VU , VU, Cerrado, Outras Atividades Economicas Energia, Sim, Sim, Nao,4, Sim," GO, DF, MA, MT, PA, TO"
73,Fauna, Aves, Formicariidae, Chamaeza nobilis fulvipectus, Tovaca estriada, Vulneravel VU , VU, Amazonia, Extracao Florestal, Sim, Nao, Nao,3, Sim," MT, PA, RO"
74,Fauna, Aves, Charadriidae, Charadrius wilsonia, Batuira bicuda, Vulneravel VU , VU," Amazonia, Caatinga, Mata Atlantica"," Agropecuaria, Especies Exoticas, Extracao Direta Caca Pesca, Outras Atividades Economicas Turismo", Sim, Sim, Nao,3, Nao," AL, AP, BA, CE, MA, PA, PB, PE, PI, RN, SE"
75,Fauna, Aves, Turdidae, Cichlopsis leucogenys, Sabia castanho, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,3, Sim," BA, ES, MG"
76,Fauna, Aves, Furnariidae, Cinclodes espinhacensis, pedreiro do espinhaco, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Agropecuaria, Mineracao, Outras Atividades Economicas Turismo, Queimadas", Sim, Nao, Nao,2, Sim, MG
77,Fauna, Aves, Accipitridae, Circus cinereus, Gaviao cinza, Vulneravel VU , VU, Pampa," Agropecuaria, Assentamento Humano cidades, Especies Exoticas, Mineracao, Poluicao, Queimadas", Sim, Sim, Nao,4, Nao, RS
78,Fauna, Aves, Columbidae, Claravis geoffroyi, Pararu espelho, Criticamente em Perigo CR Possivelmente Extinto PEX , CR PEX," Cerrado, Mata Atlantica"," Agropecuaria, Ameaca Desconhecida, Extracao Florestal", Sim, Sim, Nao,3, Nao," BA, ES, MG, PR, RJ, SC, SP"
79,Fauna, Aves, Columbidae, Columbina cyanopis, Rolinha do planalto, Criticamente em Perigo CR Possivelmente Extinto PEX , CR PEX, Cerrado, Agropecuaria, Sim, Sim, Nao,3, Sim," GO, MT, SP"
80,Fauna, Aves, Conopophagidae, Conopophaga lineata cearae, Chupa dente, Em Perigo EN , EN," Caatinga, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim," AL, BA, CE, PB, PE, RN, SE"
81,Fauna, Aves, Conopophagidae, Conopophaga lineata lineata, Chupa dente, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,2, Sim, BA
82,Fauna, Aves, Conopophagidae, Conopophaga melanops nigrifrons, Cuspidor de mascara preta, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Nao,2, Sim," AL, PB, PE"
83,Fauna, Aves, Thraupidae, Conothraupis mesoleuca, Tie bicudo, Em Perigo EN , EN," Amazonia, Cerrado", Outras Atividades Economicas Energia, Sim, Sim, Nao,3, Sim," GO, MS, MT, PA"
84,Fauna, Aves, Thraupidae, Coryphaspiza melanotis, Tico tico de mascara negra, Em Perigo EN , EN," Amazonia, Cerrado, Pantanal"," Agropecuaria, Especies Exoticas, Outras Atividades Economicas Energia, Queimadas", Sim, Sim, Nao,4, Nao," AM, BA, DF, GO, MG, MS, MT, PA, PR, RO, SP"
85,Fauna, Aves, Furnariidae, Coryphistera alaudina, Corredor crestudo, Criticamente em Perigo CR , CR, Pampa," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,2, Nao, RS
86,Fauna, Aves, Cotingidae, Cotinga maculata, Crejoa, Criticamente em Perigo CR , CR, Mata Atlantica," Extracao Direta Caca Pesca, Extracao Florestal, Queimadas", Sim, Sim, Nao,4, Sim," BA, ES, MG, RJ"
87,Fauna, Aves, Furnariidae, Cranioleuca muelleri, Joao escamoso, Vulneravel VU , VU, Amazonia," Agropecuaria, Extracao Florestal", Sim, Nao, Nao,2, Sim," AM, AP, PA"
88,Fauna, Aves, Cracidae, Crax blumenbachii, Mutum de bico vermelho, Criticamente em Perigo CR , CR," Cerrado, Mata Atlantica"," Especies Exoticas, Extracao Direta Caca Pesca, Extracao Florestal, Queimadas", Sim, Nao, Nao,4, Sim," BA, ES, MG, RJ"
89,Fauna, Aves, Cracidae, Crax fasciolata pinima, Mutum pinima, Criticamente em Perigo CR , CR, Amazonia," Agropecuaria, Extracao Direta Caca Pesca", Sim, Nao, Nao,3, Sim," MA, PA"
90,Fauna, Aves, Cracidae, Crax globulosa, Mutum de fava, Em Perigo EN , EN, Amazonia," Agropecuaria, Extracao Direta Caca Pesca, Extracao Florestal", Sim, Nao, Nao,3, Nao," AM, RO"
91,Fauna, Aves, Tinamidae, Crypturellus noctivagus noctivagus, Jao do sul, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Extracao Direta Caca Pesca", Sim, Sim, Nao,3, Sim," BA, ES, MG, PR, RJ, RS, SC, SP"
92,Fauna, Aves, Tinamidae, Crypturellus noctivagus zabele, Zabele , Vulneravel VU , VU," Caatinga, Cerrado"," Agropecuaria, Extracao Direta Caca Pesca, Queimadas", Sim, Sim, Nao,3, Sim,"  BA, MG, PE, PI"
93,Fauna, Aves, Icteridae, Curaeus forbesi, Anumara, Vulneravel VU , VU," Cerrado, Mata Atlantica"," Extracao Direta Caca Pesca, Mudanca Na Dinamica Das Especies Nativas, Poluicao", Sim, Sim, Nao,2, Sim," AL, MG, PB, PE, RN"
94,Fauna, Aves, Corvidae, Cyanocorax hafferi, Cancao da campina, Vulneravel VU , VU, Amazonia," Agropecuaria, Mineracao, Outras Atividades Economicas Energia, Outras Atividades Economicas Transporte, Queimadas", Sim, Sim, Nao,3, Sim," AM, RO"
95,Fauna, Aves, Psittacidae, Cyanopsitta spixii, Ararinha azul, Criticamente em Perigo CR Possivelmente Extinto na Natureza PEW , CR PEW, Caatinga," Agropecuaria, Extracao Direta Caca Pesca, Queimadas", Nao, Sim, Nao,2, Sim," BA, PE"
96,Fauna, Aves, Dendrocolaptidae, Dendrexetastes rufigula paraensis, Arapacu canela de belem, Em Perigo EN , EN, Amazonia, Agropecuaria, Nao, Nao, Nao,0, Sim," MA, PA"
97,Fauna, Aves, Dendrocolaptidae, Dendrocincla merula badia, Arapacu da taoca, Vulneravel VU , VU, Amazonia, Extracao Florestal, Sim, Nao, Nao,2, Sim," MA, PA"
98,Fauna, Aves, Dendrocolaptidae, Dendrocincla taunayi, Arapacu pardo do nordeste, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,1, Sim," AL, PE"
99,Fauna, Aves, Dendrocolaptidae, Dendrocolaptes medius, Arapacu barrado do leste, Vulneravel VU , VU," Amazonia, Cerrado, Mata Atlantica", Agropecuaria, Sim, Nao, Nao,2, Sim," AL, MA, PA, PE"
100,Fauna, Aves, Dendrocolaptidae, Dendrocolaptes picumnus transfasciatus, Arapacu meio barrado, Vulneravel VU , VU, Amazonia," Agropecuaria, Outras Atividades Economicas Transporte", Sim, Nao, Nao,3, Sim," MT, MS, PA, TO"
101,Fauna, Aves, Dendrocolaptidae, Dendrocolaptes retentus, Arapacu barrado do xingu, Vulneravel VU , VU, Amazonia, Agropecuaria, Sim, Nao, Nao,3, Sim,"  PA, TO"
102,Fauna, Aves, Diomedeidae, Diomedea dabbenena, Albatroz de tristao, Criticamente em Perigo CR , CR, Marinho," Especies Exoticas, Extracao Direta Caca Pesca", Sim, Sim, Sim,3, Nao," RS, SC, SP"
103,Fauna, Aves, Diomedeidae, Diomedea epomophora, Albatroz real, Vulneravel VU , VU, Marinho," Extracao Direta Caca Pesca, Mudanca Na Dinamica Das Especies Nativas, Poluicao", Sim, Sim, Sim,3, Nao," PR, RS, SC"
104,Fauna, Aves, Diomedeidae, Diomedea exulans, Albatroz gigante, Criticamente em Perigo CR , CR, Marinho," Especies Exoticas, Extracao Direta Caca Pesca, Mudanca Na Dinamica Das Especies Nativas", Sim, Sim, Sim,3, Nao," RJ, RS, SC, SP"
105,Fauna, Aves, Diomedeidae, Diomedea sanfordi, Albatroz real do norte, Em Perigo EN , EN, Marinho," Desastres Naturais, Mudanca Na Dinamica Das Especies Nativas", Sim, Sim, Sim,3, Nao," RS, SC"
106,Fauna, Aves, Trochilidae, Discosura langsdorffi langsdorffi, Rabo de espinho, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Extracao Florestal", Sim, Sim, Nao,4, Sim," BA, ES, RJ"
107,Fauna, Aves, Picidae, Dryocopus galeatus, Pica pau de cara canela, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Nao, Nao,3, Nao," ES, MG, MS, PR, RJ, RS, SC, SP"
108,Fauna, Aves, Thamnophilidae, Dysithamnus plumbeus, Choquinha chumbo, Em Perigo EN , EN, Mata Atlantica, Extracao Florestal, Sim, Sim, Nao,3, Sim," BA, ES, MG, RJ"
109,Fauna, Aves, Tyrannidae, Elaenia ridleyana, Cocoruta, Vulneravel VU , VU, Ilha oceanica," Assentamento Humano cidades, Especies Exoticas, Outras Atividades Economicas Turismo", Sim, Sim, Nao,2, Sim, PE
110,Fauna, Aves, Rhinocryptidae, Eleoscytalopus psychopompus, Macuquinho baiano, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Transporte", Sim, Sim, Nao,2, Sim, BA
111,Fauna, Aves, Thamnophilidae, Formicivora erythronotos, Formigueiro de cabeca negra, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Turismo", Sim, Sim, Nao,2, Sim, RJ
112,Fauna, Aves, Thamnophilidae, Formicivora grantsaui, Papa formiga do sincora, Em Perigo EN , EN, Caatinga," Outras Atividades Economicas Turismo, Queimadas", Sim, Sim, Nao,3, Sim, BA
113,Fauna, Aves, Thamnophilidae, Formicivora littoralis, Formigueiro do litoral, Em Perigo EN , EN, Mata Atlantica," Assentamento Humano cidades, Outras Atividades Economicas Turismo", Sim, Sim, Nao,2, Sim, RJ
114,Fauna, Aves, Thamnophilidae, Formicivora paludicola, Bicudinho do brejo paulista, Criticamente em Perigo CR , CR, Mata Atlantica," Especies Exoticas, Outras Atividades Economicas Energia, Queimadas", Nao, Sim, Nao,1, Sim, SP
115,Fauna, Aves, Fregatidae, Fregata ariel, Tesourao pequeno, Criticamente em Perigo CR , CR, Marinho," Ameaca Desconhecida, Outras Atividades Economicas Energia", Sim, Sim, Nao,1, Nao, ES
116,Fauna, Aves, Fregatidae, Fregata minor, Tesourao grande, Criticamente em Perigo CR , CR, Marinho, Outras Atividades Economicas Energia, Sim, Sim, Nao,1, Nao, ES
117,Fauna, Aves, Scleruridae, Geositta poeciloptera, Andarilho, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Agropecuaria, Queimadas", Sim, Sim, Nao,4, Nao," BA, DF, GO, MG, MS, MT, PR, SP, TO"
118,Fauna, Aves, Trochilidae, Glaucis dohrnii, Balanca rabo canela, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Extracao Florestal, Mineracao, Outras Atividades Economicas Transporte, Queimadas", Sim, Sim, Nao,4, Sim," BA, ES, MG"
